"absence_id","student_id","absence_type","school_id","date"
"8369","RSTDdhv9","tardy","dhs","2024-10-30"
"8370","VWpM6UMV","tardy","chs","2024-10-30"
"8371","NRarySdW","tardy","chs","2024-10-30"
"8372","ntPG3coN","religious","chs","2024-10-30"
"8373","gkpkCjOc","tardy","ajh","2024-10-30"
"8374","orocc3ym","religious","chs","2024-10-30"
"8375","Kykx4FZW","tardy","ajh","2024-10-30"
"8376","YEqffo0U","personal","chs","2024-10-30"
"8377","84wKBprT","tardy","chs","2024-10-30"
"8378","OCmVLitD","tardy","chs","2024-10-30"
"8379","DXmfDwVy","tardy","chs","2024-10-30"
"8380","T2tOjctU","personal","chs","2024-10-30"
"8381","BTaXwHtN","religious","chs","2024-10-30"
"8382","7kXgnyxC","tardy","ajh","2024-10-30"
"8383","8PSuRE6a","tardy","chs","2024-10-30"
"8384","nJmgY2zV","unknown","ajh","2024-10-30"
"8385","wXrF7Upy","tardy","chs","2024-10-30"
"8386","djyFxX0K","tardy","dhs","2024-10-30"
"8387","lAmkV6zD","tardy","chs","2024-10-30"
"8388","Ritm18Az","tardy","chs","2024-10-30"
"8389","gFb31deV","unknown","ajh","2024-10-30"
"8390","8CC7cUGs","unknown","chs","2024-10-30"
"8391","8BY2DWIK","tardy","dhs","2024-10-30"
"8392","uDIgi8AY","unknown","ajh","2024-10-30"
"8393","FRklplyY","tardy","ajh","2024-10-30"
"8394","g6J7XL47","unknown","chs","2024-10-30"
"8395","1sUVAuml","unknown","chs","2024-10-30"
"8396","bZFMihpK","tardy","chs","2024-10-30"
"8397","UVPyNKGc","personal","chs","2024-10-30"
"8398","9Ffaz483","unknown","chs","2024-10-30"
"8399","WK7Das8e","unknown","chs","2024-10-30"
"8400","fVMaU1v5","unknown","ajh","2024-10-30"
"8401","6W0kBz6w","personal","chs","2024-10-30"
"8402","eD5Xab3p","tardy","ajh","2024-10-30"
"8403","oYHl5nC5","tardy","dhs","2024-10-30"
"8404","yk3wAfv7","tardy","chs","2024-10-30"
"8405","4dLpBLBj","tardy","ajh","2024-10-30"
"8406","Rn0005We","unknown","chs","2024-10-30"
"8407","D2tSACaG","tardy","dhs","2024-10-30"
"8408","eN7SoiHW","tardy","dhs","2024-10-30"
"8409","fmSNsuTZ","tardy","dhs","2024-10-30"
"8410","ukF6MMe4","tardy","ajh","2024-10-30"
"8411","G35SUyQY","family","ajh","2024-10-30"
"8412","nRtaLvOd","tardy","ajh","2024-10-30"
"8413","cjKUspzQ","tardy","chs","2024-10-30"
"8414","n0rTmAPO","tardy","chs","2024-10-30"
"8415","yDeIX2Y8","tardy","chs","2024-10-30"
"8416","q3Y2og7a","unknown","dhs","2024-10-30"
"8417","7s52qYEc","tardy","ajh","2024-10-30"
"8418","vyIHdV9W","tardy","dhs","2024-10-30"
"8419","QWNT4jEy","tardy","dhs","2024-10-30"
"8420","rK2Vm26R","unknown","chs","2024-10-30"
"8421","r4ClE8Xm","medical","chs","2024-10-30"
"8422","bgkClsNw","personal","chs","2024-10-30"
"8423","VbAEs3yr","medical","dhs","2024-10-30"
"8424","6lEw3CaT","religious","chs","2024-10-30"
"8425","1FaEAiBL","tardy","ajh","2024-10-30"
"8426","wAVqoUL2","unknown","chs","2024-10-30"
"8427","Snwk7yhc","tardy","ajh","2024-10-30"
"8428","f4kh7bUO","tardy","chs","2024-10-30"
"8429","VASnPo75","tardy","dhs","2024-10-30"
"8430","IDcE8I5s","tardy","ajh","2024-10-30"
"8431","5ieUvHEZ","family","chs","2024-10-30"
"8432","jckMkDtd","personal","chs","2024-10-30"
"8433","9nxQt5Wi","medical","chs","2024-10-30"
"8434","LCQJT9UW","family","chs","2024-10-30"
"8435","vxU3gU8Y","medical","chs","2024-10-30"
"8436","I7in9ShL","personal","ajh","2024-10-30"
"8437","BUeJVh2S","family","chs","2024-10-30"
"8438","2EVg7hQx","tardy","chs","2024-10-30"
"8439","OR1EuNN0","personal","chs","2024-10-30"
"8440","Fhze9VSm","unknown","ajh","2024-10-30"
"8441","t1XfnJBh","unknown","chs","2024-10-30"
"8442","5lfl8lOS","tardy","ajh","2024-10-30"
"8443","we5ZStY5","unknown","chs","2024-10-30"
"8444","bNA9RzfE","unknown","chs","2024-10-30"
"8445","Pkcc7d9w","tardy","ajh","2024-10-30"
"8446","rLOceRuu","unknown","ajh","2024-10-30"
"8447","e1tv6nmW","tardy","dhs","2024-10-30"
"8448","woMJdeZE","personal","ajh","2024-10-30"
"8449","Busdh1l9","medical","ajh","2024-10-30"
"8450","JTiRKsJN","tardy","chs","2024-10-30"
"8451","rzZsNSRw","family","chs","2024-10-30"
"8452","2tw4lhP6","personal","chs","2024-10-30"
"8453","OXQkPpsl","unknown","chs","2024-10-30"
"8454","DqXcEgox","tardy","chs","2024-10-30"
"8455","VzMo4HQr","unknown","chs","2024-10-30"
"8456","oyhzqMyE","tardy","chs","2024-10-30"
"8457","3d2pv9JA","tardy","bjh","2024-10-30"
"8458","6Ba73TqD","personal","ajh","2024-10-30"
"8459","l6Zr5Rgy","tardy","chs","2024-10-30"
"8460","6S0og1En","personal","chs","2024-10-30"
"8461","DuWxgmbJ","tardy","chs","2024-10-30"
"8462","zm6OXNzx","personal","bjh","2024-10-30"
"8463","9f0o1vOX","family","chs","2024-10-30"
"8464","ZZKdPpic","tardy","ajh","2024-10-30"
"8465","f19UiwYN","tardy","bjh","2024-10-30"
"8466","CEUXSR2r","religious","chs","2024-10-30"
"8467","8BglgwYe","personal","chs","2024-10-30"
"8468","fSTiQUB3","unknown","chs","2024-10-30"
"8469","VO8zMSy2","family","chs","2024-10-30"
"8470","coGRdXhz","tardy","chs","2024-10-30"
"8471","o30NBsoM","medical","chs","2024-10-30"
"8472","V95cWMtk","religious","ajh","2024-10-30"
"8473","GEK5ziCg","tardy","chs","2024-10-30"
"8474","9sm6dTlj","tardy","ajh","2024-10-30"
"8475","wDBzpEki","unknown","chs","2024-10-30"
"8476","ctVOIqbP","religious","chs","2024-10-30"
"8477","Bd4eNk2d","tardy","chs","2024-10-30"
"8478","xqWAfHjd","tardy","dhs","2024-10-30"
"8479","jXtmVYY9","tardy","chs","2024-10-30"
"8480","l3Q79tvm","tardy","bjh","2024-10-30"
"8481","g1xwN4KH","personal","ajh","2024-10-30"
"8482","Vm2LuD6C","unknown","chs","2024-10-30"
"8483","BUpXSoDU","tardy","chs","2024-10-30"
"8484","NNrp9dCA","unknown","ajh","2024-10-30"
"8485","w0vrkhTS","unknown","chs","2024-10-30"
"8486","h35tcszp","religious","bjh","2024-10-30"
"8487","EMEcaLjy","personal","chs","2024-10-30"
"8488","aXVWtF8C","tardy","chs","2024-10-30"
"8489","kp0TfU2w","tardy","dhs","2024-10-30"
"8490","ww9CGncp","family","chs","2024-10-30"
"8491","sFb09d7D","tardy","ajh","2024-10-30"
"8492","BpBcmwBM","tardy","ajh","2024-10-30"
"8493","dd8c3kVj","unknown","ajh","2024-10-30"
"8494","xatS9T2B","unknown","ajh","2024-10-30"
"8495","ckKdlivz","personal","chs","2024-10-30"
"8496","qYZHnzoe","unknown","chs","2024-10-30"
"8497","Hwl6tdjN","personal","ajh","2024-10-30"
"8498","iKaHjA5t","tardy","ajh","2024-10-30"
"8499","eE8mXFcC","personal","chs","2024-10-30"
"8500","wTrVqdlv","tardy","ajh","2024-10-30"
"8501","Lav4WdLr","unknown","chs","2024-10-30"
"8502","15FsRYiK","tardy","chs","2024-10-30"
"8503","xvV85n0g","unknown","chs","2024-10-30"
"8504","FC4YA4wU","tardy","dhs","2024-10-30"
"8505","lTHSNANi","tardy","ajh","2024-10-30"
"8506","rjGUdN3F","tardy","ajh","2024-10-30"
"8507","FR91lvQk","unknown","chs","2024-10-30"
"8508","WzowUArZ","tardy","chs","2024-10-30"
"8509","t6bxOMQM","tardy","ajh","2024-10-31"
"8510","nYhOqEcj","personal","chs","2024-10-31"
"8511","dxRJ4pFm","tardy","ajh","2024-10-31"
"8512","HNbzwNQs","family","chs","2024-10-31"
"8513","x7k4BbMC","religious","ajh","2024-10-31"
"8514","KlQ6ruEb","unknown","ajh","2024-10-31"
"8515","pM0aNvcf","religious","bjh","2024-10-31"
"8516","5X8y010I","tardy","bjh","2024-10-31"
"8517","OgeQo1nE","tardy","dhs","2024-10-31"
"8518","8e22rOiF","tardy","chs","2024-10-31"
"8519","oXJ4MDGz","tardy","dhs","2024-10-31"
"8520","27n2rXDX","religious","chs","2024-10-31"
"8521","5FgEAOS3","unknown","chs","2024-10-31"
"8522","6Tunor9P","tardy","chs","2024-10-31"
"8523","AoO24us2","family","chs","2024-10-31"
"8524","mRyUN38t","unknown","ajh","2024-10-31"
"8525","8ghWTnGN","personal","ajh","2024-10-31"
"8526","zScKCLjE","tardy","chs","2024-10-31"
"8527","EfNaIXQ7","tardy","chs","2024-10-31"
"8528","q7NESZuV","unknown","ajh","2024-10-31"
"8529","9onVdVOH","unknown","chs","2024-10-31"
"8530","eGtPxJu5","family","chs","2024-10-31"
"8531","dQDS0BCq","tardy","ajh","2024-10-31"
"8532","YCDPyqZy","tardy","chs","2024-10-31"
"8533","RhqPsS2G","tardy","chs","2024-10-31"
"8534","BReWhup8","family","chs","2024-10-31"
"8535","sm5vOUAv","unknown","ajh","2024-10-31"
"8536","pVuuD1hZ","tardy","chs","2024-10-31"
"8537","TsG7xrZD","tardy","dhs","2024-10-31"
"8538","Is8Ep7wt","family","chs","2024-10-31"
"8539","5uXeKPL1","family","bjh","2024-10-31"
"8540","ecSIG2o1","tardy","dhs","2024-10-31"
"8541","3aII9mAD","unknown","chs","2024-10-31"
"8542","RcPoBgbO","medical","dhs","2024-10-31"
"8543","4oALo3Dv","tardy","dhs","2024-10-31"
"8544","ZR8v2gcs","unknown","chs","2024-10-31"
"8545","UaaCKj7W","tardy","chs","2024-10-31"
"8546","8XeaOWOX","tardy","ajh","2024-10-31"
"8547","dMY8UKoW","tardy","chs","2024-10-31"
"8548","4nz5wqLp","family","ajh","2024-10-31"
"8549","uYQpQHk9","tardy","chs","2024-10-31"
"8550","RSTDdhv9","tardy","dhs","2024-10-31"
"8551","vInNzPlp","tardy","chs","2024-10-31"
"8552","bxkb5Qha","personal","dhs","2024-10-31"
"8553","NRarySdW","tardy","chs","2024-10-31"
"8554","gkpkCjOc","tardy","ajh","2024-10-31"
"8555","vwkp9JIO","unknown","ajh","2024-10-31"
"8556","Kykx4FZW","tardy","ajh","2024-10-31"
"8557","7rikTMtS","tardy","chs","2024-10-31"
"8558","OCmVLitD","tardy","chs","2024-10-31"
"8559","PwmAcP2O","tardy","dhs","2024-10-31"
"8560","TxWbT4IK","suspension","ajh","2024-10-31"
"8561","DXmfDwVy","tardy","chs","2024-10-31"
"8562","T2tOjctU","personal","chs","2024-10-31"
"8563","4lqClkFA","tardy","ajh","2024-10-31"
"8564","oubo0HGp","tardy","chs","2024-10-31"
"8565","ec8KJ5hW","tardy","chs","2024-10-31"
"8566","wAp65YZ0","tardy","bjh","2024-10-31"
"8567","QDoS5RJV","personal","chs","2024-10-31"
"8568","mvSmNmOz","personal","ajh","2024-10-31"
"8569","nJmgY2zV","unknown","ajh","2024-10-31"
"8570","sMYF7Vqy","tardy","dhs","2024-10-31"
"8571","BQ7ClwZJ","tardy","chs","2024-10-31"
"8572","QkTVpE4x","family","chs","2024-10-31"
"8573","cOv71Iwg","tardy","ajh","2024-10-31"
"8574","NUbvdBim","unknown","ajh","2024-10-31"
"8575","qbagsvBb","personal","chs","2024-10-31"
"8576","VD8l6bue","medical","chs","2024-10-31"
"8577","UsV5dDS6","tardy","chs","2024-10-31"
"8578","39t51MSm","family","chs","2024-10-31"
"8579","gFb31deV","unknown","ajh","2024-10-31"
"8580","8CC7cUGs","unknown","chs","2024-10-31"
"8581","FRklplyY","tardy","ajh","2024-10-31"
"8582","1sUVAuml","unknown","chs","2024-10-31"
"8583","tLjEZQa6","tardy","ajh","2024-10-31"
"8584","YE46EBkI","religious","ajh","2024-10-31"
"8585","bZFMihpK","tardy","chs","2024-10-31"
"8586","H5XdwKED","tardy","dhs","2024-10-31"
"8587","6W0kBz6w","personal","chs","2024-10-31"
"8588","FyipWn1z","tardy","chs","2024-10-31"
"8589","4KDSXO7M","unknown","chs","2024-10-31"
"8590","b7Kka2Q0","personal","chs","2024-10-31"
"8591","d7OJZWeb","tardy","ajh","2024-10-31"
"8592","yDeIX2Y8","tardy","chs","2024-10-31"
"8593","rbq42Vrq","unknown","ajh","2024-10-31"
"8594","7s52qYEc","tardy","ajh","2024-10-31"
"8595","nV8D7Jmz","unknown","chs","2024-10-31"
"8596","QWNT4jEy","tardy","dhs","2024-10-31"
"8597","vAfdmnlt","tardy","ajh","2024-10-31"
"8598","r4ClE8Xm","medical","chs","2024-10-31"
"8599","sweI5l9A","religious","dhs","2024-10-31"
"8600","wAVqoUL2","unknown","chs","2024-10-31"
"8601","KGpze2Qe","unknown","chs","2024-10-31"
"8602","YGlEUHMx","family","ajh","2024-10-31"
"8603","KySNUF2D","tardy","chs","2024-10-31"
"8604","2uZpRDCr","tardy","chs","2024-10-31"
"8605","yROFvmvs","tardy","ajh","2024-10-31"
"8606","jydWQqr3","unknown","chs","2024-10-31"
"8607","WRjxPB63","unknown","ajh","2024-10-31"
"8608","5WZUrgFc","religious","chs","2024-10-31"
"8609","WaUTo32n","family","chs","2024-10-31"
"8610","0uLuYfYH","tardy","dhs","2024-10-31"
"8611","VASnPo75","tardy","dhs","2024-10-31"
"8612","zv1fdNul","suspension","ajh","2024-10-31"
"8613","ij0Ipe42","tardy","chs","2024-10-31"
"8614","5ieUvHEZ","family","chs","2024-10-31"
"8615","jckMkDtd","personal","chs","2024-10-31"
"8616","9nxQt5Wi","medical","chs","2024-10-31"
"8617","LCQJT9UW","family","chs","2024-10-31"
"8618","d9J7OVo4","unknown","ajh","2024-10-31"
"8619","q0a38wXs","unknown","chs","2024-10-31"
"8620","HgTjghiI","unknown","chs","2024-10-31"
"8621","HhlsR3ct","tardy","chs","2024-10-31"
"8622","yGugYQHd","tardy","ajh","2024-10-31"
"8623","I7in9ShL","personal","ajh","2024-10-31"
"8624","BUeJVh2S","family","chs","2024-10-31"
"8625","DgWLf4KO","suspension","chs","2024-10-31"
"8626","2EVg7hQx","tardy","chs","2024-10-31"
"8627","Fhze9VSm","unknown","ajh","2024-10-31"
"8628","3VnzifWX","tardy","chs","2024-10-31"
"8629","Qkczn9aP","unknown","chs","2024-10-31"
"8630","yCAxnzyA","tardy","bjh","2024-10-31"
"8631","pHY1iA7u","tardy","ajh","2024-10-31"
"8632","K9TL7G0Q","personal","chs","2024-10-31"
"8633","Busdh1l9","medical","ajh","2024-10-31"
"8634","Ve00hRVz","tardy","chs","2024-10-31"
"8635","nTIlvE5k","tardy","chs","2024-10-31"
"8636","rzZsNSRw","family","chs","2024-10-31"
"8637","rLLkuREC","unknown","chs","2024-10-31"
"8638","OXQkPpsl","unknown","chs","2024-10-31"
"8639","jxGmrHXn","unknown","ajh","2024-10-31"
"8640","VzMo4HQr","unknown","chs","2024-10-31"
"8641","oyhzqMyE","tardy","chs","2024-10-31"
"8642","onbS3v18","tardy","ajh","2024-10-31"
"8643","qMKOUyCA","tardy","chs","2024-10-31"
"8644","3d2pv9JA","tardy","bjh","2024-10-31"
"8645","V3hOMkvT","tardy","chs","2024-10-31"
"8646","bjEwK8fk","personal","bjh","2024-10-31"
"8647","9xC8HesL","tardy","chs","2024-10-31"
"8648","xMJPBM7R","tardy","ajh","2024-10-31"
"8649","9f0o1vOX","family","chs","2024-10-31"
"8650","VO8zMSy2","family","chs","2024-10-31"
"8651","coGRdXhz","tardy","chs","2024-10-31"
"8652","6ZvFc0U4","tardy","chs","2024-10-31"
"8653","wDBzpEki","unknown","chs","2024-10-31"
"8654","g1xwN4KH","personal","ajh","2024-10-31"
"8655","8yxwZNYj","tardy","ajh","2024-10-31"
"8656","RTCQtVbz","tardy","ajh","2024-10-31"
"8657","cFLzFaAm","tardy","dhs","2024-10-31"
"8658","BUpXSoDU","tardy","chs","2024-10-31"
"8659","LcPSOiTw","unknown","chs","2024-10-31"
"8660","dlBYpKX2","family","chs","2024-10-31"
"8661","MvouoTrB","tardy","chs","2024-10-31"
"8662","w0vrkhTS","unknown","chs","2024-10-31"
"8663","ARHEqz7u","unknown","chs","2024-10-31"
"8664","tHHeEtAa","tardy","bjh","2024-10-31"
"8665","EMEcaLjy","personal","chs","2024-10-31"
"8666","ww9CGncp","family","chs","2024-10-31"
"8667","Vq4gNySc","unknown","ajh","2024-10-31"
"8668","eW3I59CP","tardy","chs","2024-10-31"
"8669","gS6kKIhD","personal","chs","2024-10-31"
"8670","tPcNI59v","personal","chs","2024-10-31"
"8671","YwyQVMxj","unknown","ajh","2024-10-31"
"8672","dd8c3kVj","unknown","ajh","2024-10-31"
"8673","xatS9T2B","unknown","ajh","2024-10-31"
"8674","hnd17xUM","personal","chs","2024-10-31"
"8675","fxHYA6rW","medical","bjh","2024-10-31"
"8676","WV0F0coG","tardy","chs","2024-10-31"
"8677","X0GAlWQo","tardy","chs","2024-10-31"
"8678","zYkUvmmM","tardy","ajh","2024-10-31"
"8679","Hwl6tdjN","personal","ajh","2024-10-31"
"8680","y073NeSO","unknown","ajh","2024-10-31"
"8681","Lav4WdLr","unknown","chs","2024-10-31"
"8682","15FsRYiK","tardy","chs","2024-10-31"
"8683","bYWLB6wN","unknown","chs","2024-10-31"
"8684","0pfVeqkb","tardy","bjh","2024-10-31"
"8685","QQNJYA8s","religious","ajh","2024-10-31"
"8686","dQLqgw0o","tardy","chs","2024-10-31"
"8687","IbS0Ef1O","tardy","chs","2024-10-31"
"8688","F81flxWH","tardy","ajh","2024-10-31"
"8689","BNMxpRZx","family","chs","2024-10-31"
"8690","t6bxOMQM","tardy","ajh","2024-11-01"
"8691","dxRJ4pFm","tardy","ajh","2024-11-01"
"8692","SZ5BgURY","unknown","chs","2024-11-01"
"8693","pM0aNvcf","religious","bjh","2024-11-01"
"8694","fA2eedtF","personal","chs","2024-11-01"
"8695","8e22rOiF","tardy","chs","2024-11-01"
"8696","27n2rXDX","religious","chs","2024-11-01"
"8697","AoO24us2","family","chs","2024-11-01"
"8698","8ghWTnGN","personal","ajh","2024-11-01"
"8699","zScKCLjE","tardy","chs","2024-11-01"
"8700","EfNaIXQ7","tardy","chs","2024-11-01"
"8701","O67v7WHk","tardy","ajh","2024-11-01"
"8702","KbL5yZk2","unknown","chs","2024-11-01"
"8703","60KAQisl","tardy","chs","2024-11-01"
"8704","jEpNzcyu","tardy","chs","2024-11-01"
"8705","XFKiR6bC","suspension","ajh","2024-11-01"
"8706","b010WQUd","religious","chs","2024-11-01"
"8707","A0vBd6FS","tardy","chs","2024-11-01"
"8708","1sUqNqF1","tardy","ajh","2024-11-01"
"8709","pU5KPZEF","personal","chs","2024-11-01"
"8710","X4alz9Eq","medical","ajh","2024-11-01"
"8711","j0rnf8mx","suspension","chs","2024-11-01"
"8712","wnRpRtwf","tardy","dhs","2024-11-01"
"8713","YJ6C0URV","tardy","dhs","2024-11-01"
"8714","hp1WmhSy","tardy","chs","2024-11-01"
"8715","BReWhup8","family","chs","2024-11-01"
"8716","sm5vOUAv","unknown","ajh","2024-11-01"
"8717","pVuuD1hZ","tardy","chs","2024-11-01"
"8718","TsG7xrZD","tardy","dhs","2024-11-01"
"8719","Is8Ep7wt","family","chs","2024-11-01"
"8720","xxiX2y0w","tardy","chs","2024-11-01"
"8721","ecSIG2o1","tardy","dhs","2024-11-01"
"8722","4q5eXQoP","tardy","ajh","2024-11-01"
"8723","fyIhYS8z","tardy","chs","2024-11-01"
"8724","ZR8v2gcs","unknown","chs","2024-11-01"
"8725","nlfjyRZ1","family","chs","2024-11-01"
"8726","Pv6MZVvW","tardy","chs","2024-11-01"
"8727","dMY8UKoW","tardy","chs","2024-11-01"
"8728","2JhqMlxZ","tardy","dhs","2024-11-01"
"8729","4nz5wqLp","family","ajh","2024-11-01"
"8730","vInNzPlp","tardy","chs","2024-11-01"
"8731","gGHWRHub","tardy","bjh","2024-11-01"
"8732","Kykx4FZW","tardy","ajh","2024-11-01"
"8733","2flVpbj1","medical","chs","2024-11-01"
"8734","ZIx3Yh5A","tardy","ajh","2024-11-01"
"8735","XqAenKRu","unknown","chs","2024-11-01"
"8736","cQd7VKkU","tardy","ajh","2024-11-01"
"8737","g04Nruj1","unknown","ajh","2024-11-01"
"8738","4lqClkFA","tardy","ajh","2024-11-01"
"8739","oubo0HGp","tardy","chs","2024-11-01"
"8740","ec8KJ5hW","tardy","chs","2024-11-01"
"8741","8PSuRE6a","tardy","chs","2024-11-01"
"8742","oAWa2jSC","unknown","chs","2024-11-01"
"8743","Sfrcwf0w","personal","ajh","2024-11-01"
"8744","QkTVpE4x","family","chs","2024-11-01"
"8745","vNpLp12E","unknown","ajh","2024-11-01"
"8746","9sRVpd27","tardy","ajh","2024-11-01"
"8747","cOv71Iwg","tardy","ajh","2024-11-01"
"8748","m5nnEeGY","personal","ajh","2024-11-01"
"8749","qAgkaSRp","tardy","chs","2024-11-01"
"8750","NUbvdBim","unknown","ajh","2024-11-01"
"8751","EUwlScRY","unknown","chs","2024-11-01"
"8752","39t51MSm","family","chs","2024-11-01"
"8753","oVjuOaRs","tardy","ajh","2024-11-01"
"8754","8CC7cUGs","unknown","chs","2024-11-01"
"8755","SFsbXK9g","tardy","chs","2024-11-01"
"8756","bZFMihpK","tardy","chs","2024-11-01"
"8757","H5XdwKED","tardy","dhs","2024-11-01"
"8758","LHnO2xNX","medical","ajh","2024-11-01"
"8759","5i4n0eAD","personal","ajh","2024-11-01"
"8760","tBICYeQr","religious","chs","2024-11-01"
"8761","JMBR7HtJ","medical","ajh","2024-11-01"
"8762","tn7K9szE","tardy","ajh","2024-11-01"
"8763","Texb9J0Q","unknown","ajh","2024-11-01"
"8764","pEwZQeca","tardy","ajh","2024-11-01"
"8765","N5JZQeHX","personal","ajh","2024-11-01"
"8766","F3XlEUGv","personal","ajh","2024-11-01"
"8767","K1KXmEa8","tardy","chs","2024-11-01"
"8768","nV8D7Jmz","unknown","chs","2024-11-01"
"8769","up0sUIec","unknown","dhs","2024-11-01"
"8770","7Q5p2l0O","tardy","chs","2024-11-01"
"8771","gViLZi8o","unknown","chs","2024-11-01"
"8772","5ckIXlZq","medical","chs","2024-11-01"
"8773","1A9JR491","tardy","dhs","2024-11-01"
"8774","EVN0WmyA","family","chs","2024-11-01"
"8775","bq8T9DDD","family","chs","2024-11-01"
"8776","fyNd4Cjm","unknown","ajh","2024-11-01"
"8777","KySNUF2D","tardy","chs","2024-11-01"
"8778","VeaaYKI8","unknown","chs","2024-11-01"
"8779","tN3TCId8","tardy","chs","2024-11-01"
"8780","jydWQqr3","unknown","chs","2024-11-01"
"8781","WaUTo32n","family","chs","2024-11-01"
"8782","ac5y4ZC3","religious","ajh","2024-11-01"
"8783","hlbhaOC4","religious","chs","2024-11-01"
"8784","tsA1nfPF","personal","ajh","2024-11-01"
"8785","Lk7ZY5wC","tardy","chs","2024-11-01"
"8786","jckMkDtd","personal","chs","2024-11-01"
"8787","rInkPBAv","medical","chs","2024-11-01"
"8788","MGAIIeDp","tardy","ajh","2024-11-01"
"8789","I7in9ShL","personal","ajh","2024-11-01"
"8790","BUeJVh2S","family","chs","2024-11-01"
"8791","Xjpw2Mjo","tardy","chs","2024-11-01"
"8792","JxGcbXvp","unknown","chs","2024-11-01"
"8793","3VnzifWX","tardy","chs","2024-11-01"
"8794","g363LPvP","medical","chs","2024-11-01"
"8795","i7ORK2Qi","tardy","ajh","2024-11-01"
"8796","xJy5pL9Q","tardy","ajh","2024-11-01"
"8797","w1Ahs4dy","tardy","ajh","2024-11-01"
"8798","tdYrzHAK","tardy","chs","2024-11-01"
"8799","hxnNJgDZ","unknown","chs","2024-11-01"
"8800","1mO8wSht","tardy","bjh","2024-11-01"
"8801","cBnbKDIe","tardy","chs","2024-11-01"
"8802","iNrwQLlO","family","bjh","2024-11-01"
"8803","MhwjV2PN","tardy","chs","2024-11-01"
"8804","AzKePUxJ","personal","ajh","2024-11-01"
"8805","Busdh1l9","medical","ajh","2024-11-01"
"8806","HNKBYJHN","unknown","chs","2024-11-01"
"8807","SNBKC1Zv","tardy","chs","2024-11-01"
"8808","SPJwPi6S","tardy","dhs","2024-11-01"
"8809","uSKVznkO","unknown","chs","2024-11-01"
"8810","KsmtgXzv","unknown","chs","2024-11-01"
"8811","VzMo4HQr","unknown","chs","2024-11-01"
"8812","onbS3v18","tardy","ajh","2024-11-01"
"8813","qMKOUyCA","tardy","chs","2024-11-01"
"8814","V3hOMkvT","tardy","chs","2024-11-01"
"8815","JalpFvVm","family","bjh","2024-11-01"
"8816","cZOyMKg1","unknown","chs","2024-11-01"
"8817","Y3ZewCU2","personal","bjh","2024-11-01"
"8818","Hb98JkM8","religious","chs","2024-11-01"
"8819","9f0o1vOX","family","chs","2024-11-01"
"8820","tCY2rR5Z","medical","ajh","2024-11-01"
"8821","IzCPGWBd","tardy","chs","2024-11-01"
"8822","VO8zMSy2","family","chs","2024-11-01"
"8823","dz3uxrBK","tardy","chs","2024-11-01"
"8824","sOYXeN73","unknown","chs","2024-11-01"
"8825","6ZvFc0U4","tardy","chs","2024-11-01"
"8826","2GqpySJy","unknown","ajh","2024-11-01"
"8827","ByGV5gP6","suspension","ajh","2024-11-01"
"8828","fwFzlS6t","tardy","chs","2024-11-01"
"8829","g1xwN4KH","personal","ajh","2024-11-01"
"8830","8yxwZNYj","tardy","ajh","2024-11-01"
"8831","fs1DSNuv","tardy","ajh","2024-11-01"
"8832","tPSOLZ2N","tardy","dhs","2024-11-01"
"8833","RTCQtVbz","tardy","ajh","2024-11-01"
"8834","BUpXSoDU","tardy","chs","2024-11-01"
"8835","s6Yz3sG8","personal","ajh","2024-11-01"
"8836","yhSyIH3J","tardy","chs","2024-11-01"
"8837","t5HWopHS","tardy","chs","2024-11-01"
"8838","eW3I59CP","tardy","chs","2024-11-01"
"8839","tPcNI59v","personal","chs","2024-11-01"
"8840","dd8c3kVj","unknown","ajh","2024-11-01"
"8841","k1AOLBgc","tardy","dhs","2024-11-01"
"8842","hnd17xUM","personal","chs","2024-11-01"
"8843","WV0F0coG","tardy","chs","2024-11-01"
"8844","Hwl6tdjN","personal","ajh","2024-11-01"
"8845","mlZZ7lAB","tardy","ajh","2024-11-01"
"8846","ZpaJHqfg","personal","ajh","2024-11-01"
"8847","EzRrrSHt","personal","chs","2024-11-01"
"8848","bhKxQFWh","family","chs","2024-11-01"
"8849","15FsRYiK","tardy","chs","2024-11-01"
"8850","ATlNwXNs","tardy","chs","2024-11-01"
"8851","QQNJYA8s","religious","ajh","2024-11-01"
"8852","76tJwrGh","unknown","chs","2024-11-01"
"8853","DgSp1cSt","tardy","chs","2024-11-01"
"8854","dQLqgw0o","tardy","chs","2024-11-01"
"8855","F81flxWH","tardy","ajh","2024-11-01"
"8856","FR91lvQk","tardy","chs","2024-11-01"
"8857","0P4sEJwN","unknown","chs","2024-11-01"
"8858","D7zE3E18","unknown","chs","2024-11-01"
"8859","t6bxOMQM","tardy","ajh","2024-11-04"
"8860","dxRJ4pFm","tardy","ajh","2024-11-04"
"8861","sKMv5zZr","unknown","chs","2024-11-04"
"8862","SZ5BgURY","unknown","chs","2024-11-04"
"8863","2xiW6j9i","unknown","chs","2024-11-04"
"8864","27n2rXDX","religious","chs","2024-11-04"
"8865","25W0p13M","unknown","chs","2024-11-04"
"8866","AoO24us2","family","chs","2024-11-04"
"8867","NPcWuq5C","unknown","chs","2024-11-04"
"8868","4hmT3dMC","tardy","ajh","2024-11-04"
"8869","E8kvPEI9","unknown","ajh","2024-11-04"
"8870","O67v7WHk","tardy","ajh","2024-11-04"
