"student_id","first_name","last_name","dob","gender","grade_year","zip_code","current_school"
"woAFOZVB","","","2009-07-23","female","10","12345","chs"
"6kKtuaqz","","","2012-05-16","female","7","23456","ajh"
"raZrEIxC","","","2007-05-05","female","12","23456","chs"
"4408QKgM","","","2008-02-03","male","11","12345","chs"
"ra4dIAeR","","","2010-07-31","female","9","12345","chs"
"TvbW6H37","","","2007-03-18","female","12","45678","dhs"
"BmuIxGQw","","","2010-06-03","male","9","23456","chs"
"YszWO9jn","","","2012-03-14","genderqueer","7","34567","bjh"
"KuEielAD","","","2007-03-11","female","12","45678","dhs"
"ITTLt0zU","","","2011-05-12","female","8","45678","bjh"
"3UURYTaf","","","2007-02-18","female","12","56789","dhs"
"Rh9XJBdf","","","2008-01-09","female","11","56789","dhs"
"vNSNH2OF","","","2011-06-10","male","8","23456","ajh"
"pyA5tMAF","","","2009-03-20","male","10","23456","chs"
"T8WJx8qh","","","2009-12-20","male","9","34567","chs"
"rBXXfveS","","","2007-08-13","male","12","12345","chs"
"9nxQt5Wi","","","2008-03-15","nonbinary","11","23456","chs"
"4mO9j82c","","","2011-12-29","male","7","45678","bjh"
"Hoj7D232","","","2011-04-08","female","8","34567","bjh"
"Q8R1333H","","","2008-12-14","female","10","12345","chs"
"0dwyWYSl","","","2011-10-22","female","7","23456","ajh"
"6I2TTuRx","","","2007-08-24","female","12","12345","chs"
"LBEmhPYy","","","2007-11-26","male","11","23456","chs"
"UspMuKBD","","","2012-07-12","female","7","34567","ajh"
"VqkpsEbr","","","2008-11-05","male","10","34567","chs"
"dsBGAvBE","","","2007-06-04","agender","12","12345","chs"
"1fjHvIaZ","","","2011-02-20","male","8","34567","bjh"
"jzzmT0Af","","","2008-01-12","male","11","45678","dhs"
"FVyJMi3S","","","2010-08-13","female","9","12345","chs"
"628VPhiG","","","2011-12-07","female","7","12345","ajh"
"rInkPBAv","","","2009-04-13","female","10","34567","chs"
"jlB5qano","","","2007-05-16","male","12","45678","chs"
"AZmnSIOe","","","2011-08-05","genderqueer","8","12345","ajh"
"sjSVzwRf","","","2009-05-27","male","10","12345","chs"
"AJq4mlBc","","","2009-05-16","perefer not to say","10","23456","chs"
"yk65dZwv","","","2009-09-25","male","9","12345","chs"
"p4lPNXS3","","","2010-08-13","male","9","34567","chs"
"xaG02D9M","","","2008-09-10","male","10","12345","chs"
"RiU0Dd2X","","","2010-11-21","female","8","34567","bjh"
"O2T1KOjc","","","2007-01-03","female","12","34567","chs"
"unYAKK6y","","","2012-08-18","male","7","12345","ajh"
"1UxWSML7","","","2010-11-29","male","8","45678","bjh"
"FqlqIMV3","","","2009-01-30","female","10","12345","chs"
"7aL3eEg5","","","2011-11-29","female","7","12345","ajh"
"na6KFavm","","","2009-07-17","male","10","23456","dhs"
"Qr1Vni4g","","","2011-04-05","male","8","12345","ajh"
"s4y6Tnse","","","2008-06-06","male","11","12345","chs"
"qbW9aOzL","","","2011-04-04","male","8","12345","ajh"
"9tLDf5cl","","","2011-11-03","female","7","23456","ajh"
"gYdmi1yd","","","2007-07-03","perefer not to say","12","34567","chs"
"WUuFtSNR","","","2012-06-05","female","7","23456","ajh"
"gB09viRo","","","2010-12-05","female","8","12345","ajh"
"E2OWR6sO","","","2012-01-16","male","7","45678","bjh"
"dyE5nupH","","","2006-09-01","female","12","45678","dhs"
"LmISqGiT","","","2007-06-22","female","12","34567","chs"
"YGE63xx3","","","2007-12-19","male","11","12345","chs"
"qVp35QT4","","","2010-08-13","female","9","12345","chs"
"FUT7LnbQ","","","2008-09-26","other","10","12345","chs"
"N8FWWFqe","","","2007-05-20","female","12","12345","chs"
"M2rskwQS","","","2009-07-29","female","10","34567","chs"
"fA8T74l1","","","2009-12-05","female","9","34567","chs"
"2fxFGRuo","","","2007-02-28","female","12","12345","chs"
"30zK6pxX","","","2008-02-08","female","11","23456","dhs"
"cVIMSbow","","","2012-03-18","female","7","12345","ajh"
"c4I2h6S0","","","2010-07-26","male","9","23456","chs"
"jL0N5BFe","","","2006-09-14","female","12","23456","chs"
"RjOH4ucU","","","2008-11-20","female","10","12345","chs"
"0aUSnWCs","","","2009-05-27","male","10","45678","dhs"
"L7aIrw7g","","","2012-07-26","male","7","23456","bjh"
"ZWRYdz3F","","","2006-11-13","female","12","12345","chs"
"fxGCi3OL","","","2009-08-29","male","10","12345","chs"
"wdZXlOS7","","","2008-12-30","male","10","12345","chs"
"OYIUpHnY","","","2010-05-05","nonbinary","9","12345","chs"
"ubPGqXlb","","","2008-06-04","male","11","12345","chs"
"O0p1CmEL","","","2006-12-16","male","12","45678","dhs"
"oBo8IQtm","","","2009-06-06","agender","10","23456","chs"
"vlYzKZdV","","","2012-03-27","male","7","45678","ajh"
"MxXlbCPO","","","2011-12-28","female","7","12345","ajh"
"5adCW7Fh","","","2010-04-29","male","9","12345","chs"
"307sfdjb","","","2010-12-16","perefer not to say","8","34567","bjh"
"iYrypFim","","","2007-08-06","male","12","34567","chs"
"kB3w5pAb","","","2008-07-16","male","11","45678","dhs"
"bN16Vj5L","","","2012-07-16","male","7","12345","ajh"
"MyvyTADm","","","2009-03-24","male","10","23456","chs"
"YBpTy6O5","","","2006-12-05","genderfluid","12","23456","chs"
"neTMbhYT","","","2010-09-06","male","8","34567","ajh"
"E4Z4NMJs","","","2008-01-26","female","11","34567","dhs"
"ktDzllDW","","","2008-07-15","female","11","23456","chs"
"Ezhaipnk","","","2010-05-18","male","9","45678","chs"
"2ktVn9d4","","","2010-07-15","male","9","56789","dhs"
"UucCAXtZ","","","2008-11-09","female","10","56789","dhs"
"0KcpFEV9","","","2007-10-20","perefer not to say","11","12345","chs"
"kTg25zN7","","","2011-11-28","male","7","23456","ajh"
"XJqkbgR8","","","2008-05-03","perefer not to say","11","23456","chs"
"PCIs75h2","","","2009-11-02","male","9","34567","chs"
"qas2HYx4","","","2011-04-10","nonbinary","8","45678","bjh"
"OIqs3R7c","","","2009-06-04","male","10","34567","dhs"
"LCQJT9UW","","","2009-07-01","female","10","12345","chs"
"EhSI3Rjx","","","2007-11-03","female","11","12345","chs"
"yGe46FAl","","","2012-05-02","male","7","12345","ajh"
"1bu9HqLV","","","2010-06-02","female","9","34567","chs"
"43rUkw69","","","2009-11-01","female","9","23456","chs"
"0ovLz4LD","","","2010-09-17","male","8","12345","ajh"
"mbvEyCe9","","","2006-11-05","female","12","23456","chs"
"KtoomM5e","","","2012-02-07","perefer not to say","7","34567","ajh"
"AgbpRZpW","","","2008-10-21","female","10","12345","chs"
"1M3by0mi","","","2007-04-04","female","12","23456","chs"
"FzIZ7IuF","","","2009-09-23","male","9","23456","chs"
"8mTPCz7M","","","2007-08-05","male","12","23456","chs"
"fySiZbbl","","","2008-05-13","female","11","23456","chs"
"XYm4lga6","","","2007-04-21","male","12","23456","chs"
"yDzcLhiB","","","2011-03-19","female","8","23456","ajh"
"3FrlF4Dq","","","2007-11-15","female","11","23456","chs"
"REazMRXk","","","2008-01-21","male","11","23456","chs"
"aOC7y8NU","","","2011-02-25","female","8","45678","ajh"
"eAe2jHnk","","","2009-03-17","female","10","12345","chs"
"2DdYH8aN","","","2008-11-19","female","10","12345","chs"
"XEeGqUmu","","","2012-03-25","male","7","23456","ajh"
"L4fZsjiA","","","2011-07-23","male","8","23456","ajh"
"mXHBnQPs","","","2009-01-04","female","10","23456","chs"
"CWNECRt8","","","2010-07-08","female","9","23456","chs"
"8Xf7bO3S","","","2008-07-26","female","11","56789","dhs"
"28HZh7x4","","","2009-06-15","male","10","12345","chs"
"VzT75xKc","","","2009-09-19","female","9","23456","chs"
"QJiznaRV","","","2007-04-09","male","12","12345","chs"
"Z3O6o2Wb","","","2009-06-28","female","10","34567","dhs"
"KECOqpi7","","","2009-06-09","female","10","56789","dhs"
"nYxYAyCM","","","2011-10-12","female","7","23456","ajh"
"ROadgLHW","","","2007-07-09","female","12","23456","chs"
"QXtK0OgH","","","2007-03-13","male","12","12345","chs"
"CCv8RvPb","","","2010-06-24","male","9","12345","chs"
"aBGwLEkh","","","2009-02-23","female","10","34567","chs"
"Nmapb2Ls","","","2010-08-20","male","9","23456","chs"
"Z7yaocMF","","","2008-04-09","male","11","23456","chs"
"0QeqHmec","","","2012-06-21","two-spirit","7","12345","bjh"
"OkRLx4wT","","","2010-04-03","male","9","12345","chs"
"IyZAEk9w","","","2010-11-09","nonbinary","8","12345","ajh"
"gFSWmMrd","","","2012-01-25","male","7","34567","bjh"
"2OfMTSA4","","","2011-02-12","female","8","34567","ajh"
"doEuRfRh","","","2012-08-08","male","7","23456","ajh"
"IjIh1enh","","","2008-12-10","nonbinary","10","23456","chs"
"MwTglR6V","","","2011-06-26","female","8","23456","ajh"
"fLm11XEW","","","2010-11-07","female","8","34567","bjh"
"2BCxb2AN","","","2012-02-26","female","7","23456","ajh"
"ESSnkkbo","","","2007-03-29","female","12","12345","chs"
"bTWvKpbP","","","2011-06-30","male","8","12345","ajh"
"3pWVlGYp","","","2008-06-09","female","11","12345","chs"
"TsthoFPP","","","2007-11-26","male","11","23456","chs"
"N7DibQA7","","","2011-04-26","male","8","34567","bjh"
"LReTpr9C","","","2009-08-14","male","10","12345","chs"
"ufAzRHlW","","","2011-04-10","male","8","23456","ajh"
"1Ec1EZuc","","","2011-06-10","male","8","12345","ajh"
"JRtQDSjO","","","2012-05-31","male","7","23456","ajh"
"n7YKB9I2","","","2011-06-23","female","8","12345","ajh"
"gvrycN7i","","","2011-04-07","perefer not to say","8","34567","bjh"
"Je4gG232","","","2007-07-05","male","12","12345","chs"
"58j5MzOI","","","2009-07-31","male","10","12345","chs"
"UzJRK4XR","","","2009-09-01","female","9","34567","chs"
"Yd7Vrw0g","","","2011-03-09","female","8","23456","ajh"
"2QenHkJ2","","","2006-10-12","male","12","12345","chs"
"xzBRoIYP","","","2009-08-06","two-spirit","10","12345","chs"
"KJt5Woay","","","2011-10-10","male","7","12345","ajh"
"k6yhq1mZ","","","2009-02-11","male","10","34567","chs"
"qjbVHqe1","","","2006-11-22","female","12","45678","dhs"
"radoJkeD","","","2010-01-30","male","9","12345","chs"
"LLSLBokq","","","2010-01-29","female","9","12345","chs"
"G4xxZJ0U","","","2007-05-26","female","12","45678","dhs"
"Q9wgtc19","","","2008-08-19","male","11","34567","chs"
"H5wXmsBz","","","2008-06-13","female","11","23456","chs"
"hMJdyri4","","","2008-11-11","male","10","12345","chs"
"PoHWW2bM","","","2010-07-27","female","9","45678","chs"
"KOd4UtEk","","","2012-04-22","female","7","23456","ajh"
"zcgjFKZW","","","2011-01-03","female","8","23456","ajh"
"ibEptFOG","","","2010-01-05","female","9","34567","chs"
"QYDsrwCW","","","2007-03-26","female","12","23456","chs"
"z2SjDXty","","","2009-11-28","female","9","45678","dhs"
"P41O8hdj","","","2008-01-13","female","11","12345","chs"
"f0hI2joM","","","2008-07-21","male","11","12345","chs"
"dZ3NeOgN","","","2010-01-04","male","9","12345","chs"
"rSK0v90f","","","2011-05-13","male","8","34567","bjh"
"25DgVMMW","","","2006-09-08","female","12","23456","chs"
"y6xlUPf3","","","2009-06-26","male","10","12345","chs"
"C7dPBgc0","","","2010-11-29","male","8","12345","ajh"
"0HfePPnT","","","2012-02-06","male","7","23456","ajh"
"gyMh2Hdh","","","2012-06-07","female","7","12345","ajh"
"7ldnH04f","","","2009-03-17","female","10","23456","chs"
"tyB3wqDZ","","","2009-09-16","female","9","12345","chs"
"W1OiM7bG","","","2007-12-26","male","11","23456","chs"
"Nlmr7EhM","","","2008-02-10","perefer not to say","11","23456","chs"
"amb29lOM","","","2012-05-25","female","7","12345","ajh"
"d9J7OVo4","","","2010-10-23","female","8","12345","ajh"
"X1fRmtiB","","","2010-01-30","male","9","12345","chs"
"0jfsxSHG","","","2009-06-05","female","10","45678","dhs"
"Ft5t9iZe","","","2007-03-15","female","12","12345","chs"
"JIT1Q1Cj","","","2009-04-20","female","10","12345","chs"
"q0a38wXs","","","2007-05-15","male","12","23456","chs"
"A3XLtTej","","","2011-08-22","male","8","12345","ajh"
"TiERtB77","","","2007-12-25","male","11","56789","dhs"
"7uJ5Xj23","","","2006-12-31","male","12","45678","dhs"
"2FM7A1kG","","","2008-06-24","other","11","45678","dhs"
"YDsI8rYF","","","2009-11-16","female","9","23456","chs"
"chFkMaO4","","","2007-01-26","genderqueer","12","23456","chs"
"7GHQzZdF","","","2009-03-21","female","10","34567","chs"
"llwGh6TK","","","2010-04-25","genderqueer","9","12345","chs"
"owEZ4MiG","","","2011-01-03","perefer not to say","8","23456","ajh"
"651vxIoA","","","2008-09-17","female","10","12345","chs"
"nTFMhxgM","","","2011-01-11","male","8","34567","bjh"
"LcQYQJQJ","","","2010-12-30","female","8","12345","ajh"
"2IDPUQSe","","","2008-01-29","male","11","12345","chs"
"rqXeEGxn","","","2008-12-06","perefer not to say","10","45678","dhs"
"3z96sZF5","","","2009-06-26","female","10","12345","chs"
"HgTjghiI","","","2008-01-20","male","11","12345","chs"
"JlkB0yFM","","","2010-11-11","female","8","12345","ajh"
"ioipDHws","","","2007-07-29","female","12","23456","chs"
"QeLedofv","","","2008-06-06","female","11","23456","chs"
"c3vqZJOn","","","2007-06-04","female","12","56789","dhs"
"IdJLSh1B","","","2006-09-29","female","12","12345","chs"
"FrtocsCe","","","2007-04-17","female","12","12345","chs"
"1dCmHjr0","","","2010-08-08","female","9","23456","chs"
"sIupmcxl","","","2007-02-09","male","12","12345","chs"
"pl1UFI1h","","","2006-10-15","female","12","12345","chs"
"dkF4GJYv","","","2007-01-11","male","12","23456","chs"
"0jWflWSi","","","2010-10-14","perefer not to say","8","12345","ajh"
"yfDW2gwr","","","2009-03-22","perefer not to say","10","23456","chs"
"P29Br2pw","","","2010-05-25","perefer not to say","9","34567","chs"
"iuPnzMJM","","","2011-08-17","male","8","56789","bjh"
"IyMTyeJ2","","","2009-08-12","male","10","12345","chs"
"JjovvEiv","","","2007-01-13","male","12","12345","chs"
"y65fh1Pf","","","2008-07-23","female","11","12345","chs"
"Qv73SQ1J","","","2012-07-21","perefer not to say","7","23456","ajh"
"QNdt27x6","","","2008-08-02","female","11","23456","dhs"
"FNjEAh5A","","","2008-09-10","male","10","23456","chs"
"XQFn2peY","","","2007-03-25","female","12","34567","chs"
"F5AMBoG0","","","2008-11-01","female","10","12345","chs"
"sOm1D1CM","","","2008-11-16","male","10","45678","dhs"
"ojG4PpZo","","","2010-04-13","female","9","12345","chs"
"EidKnIXm","","","2009-05-09","male","10","12345","chs"
"RvkICLX8","","","2012-04-18","male","7","34567","ajh"
"uK3xqn09","","","2006-11-30","female","12","12345","chs"
"TNITYBpf","","","2011-11-24","nonbinary","7","34567","ajh"
"fnf9EO7M","","","2007-02-01","female","12","23456","chs"
"AvWU1TA9","","","2011-05-12","male","8","12345","ajh"
"FeZZkZeY","","","2012-05-05","female","7","12345","ajh"
"S0tyC7vC","","","2012-06-12","male","7","45678","ajh"
"kB9IjvI8","","","2007-10-22","female","11","34567","chs"
"Y4cgodh8","","","2006-11-09","male","12","23456","chs"
"QPPswqc8","","","2008-06-22","male","11","23456","chs"
"rOPy2T1x","","","2008-01-30","female","11","34567","chs"
"It1vSs7U","","","2008-09-23","female","10","23456","chs"
"PeeQoP6B","","","2007-07-29","female","12","23456","chs"
"Ptjh7bGq","","","2012-02-01","male","7","34567","bjh"
"NcWvNyB4","","","2010-07-15","male","9","45678","dhs"
"TFDeHrFS","","","2011-10-20","male","7","23456","ajh"
"MeWwJP62","","","2011-09-29","male","7","45678","bjh"
"BSmaf6pR","","","2006-10-23","female","12","12345","chs"
"g0731J1x","","","2009-05-26","female","10","45678","dhs"
"gncprCFm","","","2009-11-20","male","9","23456","chs"
"JEz6XiGQ","","","2007-09-18","female","11","34567","chs"
"qE7ugFwH","","","2009-04-17","male","10","12345","chs"
"GR3hytYQ","","","2009-06-12","male","10","34567","chs"
"6AGnGZAe","","","2010-11-27","male","8","23456","ajh"
"gBk5XjuJ","","","2009-04-10","female","10","12345","chs"
"nKRpmxsz","","","2011-06-04","male","8","23456","ajh"
"7vmJFI21","","","2010-01-23","male","9","23456","chs"
"FcrHwhMo","","","2007-11-22","male","11","45678","dhs"
"6tXq9KQD","","","2010-04-05","female","9","12345","chs"
"YgF0iyRn","","","2012-05-12","male","7","23456","ajh"
"3bxO8cjK","","","2007-09-26","female","11","23456","chs"
"Kr72RcpW","","","2012-08-29","genderfluid","7","23456","ajh"
"hnr7oxhg","","","2008-05-17","nonbinary","11","23456","chs"
"7v1PYT4L","","","2007-01-01","male","12","23456","chs"
"AEvPHpw6","","","2008-09-22","female","10","12345","chs"
"72ZGScNQ","","","2008-11-21","female","10","23456","chs"
"zQRyyVf5","","","2007-03-12","female","12","23456","chs"
"zgIei8Dm","","","2007-03-27","female","12","12345","chs"
"SF9U9f6D","","","2010-07-26","nonbinary","9","23456","chs"
"PBwdZZEP","","","2009-10-25","male","9","34567","dhs"
"lVOTNbQx","","","2010-09-26","female","8","34567","ajh"
"b1XHQOZj","","","2008-03-22","female","11","12345","chs"
"DyTMc4EA","","","2009-05-31","male","10","34567","dhs"
"0bOOMYHG","","","2009-09-14","perefer not to say","9","12345","chs"
"HhlsR3ct","","","2006-10-20","male","12","12345","chs"
"iGmvTO1Z","","","2009-06-22","male","10","23456","chs"
"WYWLHAGG","","","2009-04-02","male","10","12345","chs"
"Iy7gXYnP","","","2012-01-08","female","7","23456","bjh"
"RFdJHbNG","","","2010-09-02","female","8","34567","bjh"
"PEoVYzWI","","","2009-05-27","male","10","23456","chs"
"ZroImUnv","","","2010-06-23","male","9","23456","chs"
"GrC31N5I","","","2008-05-02","male","11","45678","dhs"
"PBvUey4z","","","2011-07-25","male","8","12345","ajh"
"QP4gnoOm","","","2012-02-01","male","7","12345","ajh"
"7OpphaWm","","","2012-05-05","female","7","23456","ajh"
"S4XSemPz","","","2007-02-10","female","12","34567","dhs"
"I3np1piE","","","2009-09-12","perefer not to say","9","23456","chs"
"iQauQ4oK","","","2010-02-05","male","9","12345","chs"
"cG4UHzLs","","","2010-05-13","genderqueer","9","23456","chs"
"ak0Bl9Q2","","","2009-04-13","female","10","23456","chs"
"sjIrBYUX","","","2008-12-09","male","10","34567","chs"
"JgtJB5vF","","","2006-11-21","female","12","34567","chs"
"RjZDmFct","","","2007-09-09","male","11","45678","dhs"
"4xypT1Bg","","","2010-09-25","male","8","45678","bjh"
"JIeuDcZ8","","","2007-03-19","female","12","34567","chs"
"DYCVVakW","","","2011-07-23","male","8","45678","bjh"
"suu22Qeh","","","2012-04-15","female","7","34567","bjh"
"5meO75mJ","","","2010-06-03","female","9","34567","chs"
"b7kprH1x","","","2010-01-21","female","9","12345","chs"
"zq3gUEvg","","","2012-08-23","male","7","12345","ajh"
"8f4Q1pJq","","","2010-04-18","male","9","45678","dhs"
"GTuZbic6","","","2012-01-28","male","7","45678","bjh"
"Mk3g5J4e","","","2010-09-13","male","8","12345","ajh"
"sBiYZixx","","","2010-09-21","male","8","34567","ajh"
"s9z4qx98","","","2010-02-16","female","9","34567","chs"
"hzg8K386","","","2011-10-15","female","7","12345","ajh"
"lXx8NILH","","","2010-07-07","male","9","12345","chs"
"fgHOnxR9","","","2010-03-01","male","9","12345","chs"
"9eCj5lVf","","","2012-05-05","male","7","45678","bjh"
"LpxEIWQl","","","2010-10-25","female","8","23456","ajh"
"WjVWRwLA","","","2010-11-03","female","8","34567","bjh"
"OLJebXwb","","","2011-02-01","male","8","12345","ajh"
"erXWZSvZ","","","2012-01-03","female","7","23456","ajh"
"MGAIIeDp","","","2012-02-23","male","7","12345","ajh"
"XeD7Tm7D","","","2007-01-30","female","12","45678","dhs"
"FMTXiInu","","","2007-12-24","male","11","23456","chs"
"dipIx06a","","","2008-11-06","male","10","23456","chs"
"x37Ba6B4","","","2007-02-05","genderqueer","12","23456","chs"
"uGqWCEb4","","","2011-09-12","female","7","34567","bjh"
"9bQFm9Xx","","","2007-07-15","male","12","23456","dhs"
"laCEfNME","","","2010-04-24","male","9","12345","chs"
"bPqScLfu","","","2008-02-12","female","11","23456","chs"
"dlGJtDYR","","","2009-07-14","female","10","23456","chs"
"DrFC3MpI","","","2006-11-05","female","12","23456","chs"
"FEwnTCfV","","","2012-03-27","female","7","34567","bjh"
"IzAnpUTY","","","2008-08-23","female","11","12345","chs"
"3xzQdbNz","","","2010-12-28","male","8","23456","ajh"
"SbQHwFnN","","","2008-06-21","male","11","45678","dhs"
"wJuGlRwJ","","","2009-12-01","female","9","34567","dhs"
"TfiVgizM","","","2010-11-17","female","8","12345","ajh"
"MDFbIxuN","","","2012-07-18","male","7","34567","bjh"
"G69OfGWn","","","2009-09-17","male","9","23456","chs"
"Z7iVKYkb","","","2011-06-21","female","8","12345","ajh"
"uyFK16Wr","","","2007-09-21","male","11","12345","chs"
"RGewuRLI","","","2008-11-08","female","10","34567","dhs"
"1qDs4Jfp","","","2011-10-11","perefer not to say","7","12345","ajh"
"gsjBRFrS","","","2011-10-08","female","7","34567","bjh"
"Ovc5AhD1","","","2007-11-08","female","11","23456","chs"
"0zAX2U8F","","","2009-02-24","female","10","23456","chs"
"XS1p1odX","","","2010-05-15","female","9","12345","chs"
"81o8QKME","","","2007-10-09","male","11","12345","chs"
"c8xowWBf","","","2009-06-12","male","10","34567","chs"
"D9Skp6XI","","","2006-10-20","male","12","23456","chs"
"iBs6SjIT","","","2009-03-14","female","10","56789","chs"
"xCzoAX90","","","2012-08-07","two-spirit","7","12345","ajh"
"lahQIZUX","","","2010-02-27","male","9","56789","dhs"
"SSLL2Pa7","","","2010-09-15","male","8","34567","ajh"
"cZQox9k5","","","2011-06-15","male","8","23456","bjh"
"n4RQ0XlX","","","2009-04-01","male","10","12345","chs"
"vV8onydk","","","2006-09-26","perefer not to say","12","12345","chs"
"ETCX6c04","","","2008-05-11","male","11","23456","chs"
"pDuBet12","","","2011-11-12","female","7","12345","ajh"
"EprRsq0E","","","2008-02-03","female","11","23456","chs"
"LBbMI3kG","","","2009-07-26","female","10","34567","chs"
"7bBLfvuz","","","2012-05-05","female","7","23456","ajh"
"WDbADrlj","","","2006-10-17","male","12","23456","chs"
"I26fq0K0","","","2009-04-26","female","10","12345","chs"
"uHYH3aet","","","2009-02-07","female","10","12345","chs"
"W6DKpltA","","","2008-09-29","male","10","12345","chs"
"JdocGscl","","","2008-12-06","male","10","12345","chs"
"1zNSV7Y7","","","2012-07-29","female","7","12345","ajh"
"2Vuh6p9R","","","2012-02-21","female","7","56789","bjh"
"o2ZYKYex","","","2008-05-15","male","11","45678","dhs"
"k9RWFA24","","","2011-01-06","female","8","23456","ajh"
"cReZUmRZ","","","2012-05-11","female","7","34567","bjh"
"S757mpqn","","","2009-03-26","female","10","56789","dhs"
"qcVdMgYt","","","2007-01-12","male","12","12345","chs"
"yGugYQHd","","","2011-12-12","female","7","12345","ajh"
"80HT6ht0","","","2009-07-06","male","10","34567","chs"
"KLMzVVlz","","","2008-02-09","female","11","34567","chs"
"miSxhE7L","","","2008-04-16","male","11","23456","chs"
"2KcYhVYd","","","2007-11-23","perefer not to say","11","12345","chs"
"JxwGb9P9","","","2012-01-24","female","7","12345","ajh"
"0ILy9F3X","","","2010-10-05","female","8","12345","ajh"
"YMC4X1Jz","","","2007-09-27","female","11","12345","chs"
"k2jR0y0J","","","2011-08-05","male","8","23456","ajh"
"RmMcta9U","","","2007-01-31","female","12","23456","chs"
"8CmAEypL","","","2012-06-19","perefer not to say","7","23456","ajh"
"7dw0gmPn","","","2010-04-05","female","9","12345","chs"
"04dxvHau","","","2012-03-06","female","7","45678","bjh"
"yQ0ageYq","","","2007-12-28","male","11","12345","dhs"
"wnksn1TF","","","2008-11-03","female","10","12345","chs"
"DUJDBgwU","","","2010-10-11","female","8","12345","ajh"
"YdIaO1Co","","","2008-07-12","perefer not to say","11","12345","chs"
"vlvUjxTk","","","2010-04-10","male","9","12345","chs"
"vxU3gU8Y","","","2008-11-16","female","10","34567","chs"
"lKjOcPWU","","","2012-02-28","female","7","23456","ajh"
"PPjEwmL5","","","2012-04-18","female","7","23456","ajh"
"A3IUHbbt","","","2010-05-23","male","9","12345","chs"
"6wvvOefO","","","2011-01-04","male","8","23456","ajh"
"236xnIgL","","","2009-10-12","male","9","12345","chs"
"Z14Fb7ls","","","2011-01-12","male","8","56789","bjh"
"yQFlf9LW","","","2009-06-19","female","10","12345","chs"
"ZtSWhMu2","","","2006-09-25","female","12","45678","dhs"
"vTStTPx6","","","2012-04-09","female","7","23456","bjh"
"kBdeQHqp","","","2007-06-21","male","12","12345","chs"
"1k8lWTrf","","","2007-06-21","male","12","12345","chs"
"NynsxC3I","","","2008-12-01","female","10","12345","chs"
"MS3y7vKa","","","2010-02-28","female","9","23456","dhs"
"vkX9XMgr","","","2008-07-02","male","11","23456","chs"
"BWOHvjev","","","2008-12-19","female","10","12345","chs"
"fnjcay6r","","","2011-09-04","female","7","12345","ajh"
"xqTMhPtJ","","","2007-03-27","female","12","23456","chs"
"7jw1DdP8","","","2010-10-06","male","8","23456","ajh"
"x61Xgvq5","","","2007-07-27","perefer not to say","12","12345","chs"
"OpFiUEsw","","","2010-11-18","male","8","23456","ajh"
"dn8VrNxa","","","2012-07-02","male","7","12345","ajh"
"NcHyB25T","","","2008-08-28","male","11","12345","chs"
"QHQiO3ww","","","2012-05-31","male","7","23456","ajh"
"nslV1HDZ","","","2009-03-22","female","10","12345","chs"
"zJ8DwyUg","","","2007-09-18","male","11","23456","chs"
"jro1HJME","","","2009-06-15","male","10","23456","dhs"
"Y7HM40L7","","","2010-02-27","male","9","12345","chs"
"bkDvd6t8","","","2012-08-21","male","7","23456","ajh"
"JHGz6uJg","","","2007-04-25","female","12","12345","chs"
"hxslfXP5","","","2007-01-08","female","12","45678","dhs"
"ktAY1Qy0","","","2011-03-17","male","8","23456","ajh"
"9Go7QIWz","","","2012-03-24","female","7","23456","ajh"
"hN2hWYE3","","","2011-11-04","male","7","12345","ajh"
"WxlyF3l8","","","2010-01-26","female","9","12345","chs"
"xw86kqgD","","","2012-02-05","male","7","12345","ajh"
"tp0sEZYQ","","","2010-11-22","female","8","34567","bjh"
"roM4HkTl","","","2009-05-25","male","10","23456","chs"
"I7in9ShL","","","2010-10-18","female","8","12345","ajh"
"vIwRjgBI","","","2009-10-20","male","9","45678","dhs"
"FdNLnEeZ","","","2012-08-31","female","7","45678","bjh"
"OKE91qft","","","2008-03-21","male","11","23456","chs"
"db9qqbWJ","","","2008-06-15","perefer not to say","11","12345","chs"
"dnEJdT1J","","","2010-10-26","male","8","23456","ajh"
"JU6dxo74","","","2009-09-20","male","9","34567","chs"
"Xl9BfWKB","","","2011-12-12","female","7","56789","bjh"
"hBB8W5qY","","","2007-08-02","male","12","12345","chs"
"rxJwVJUt","","","2008-08-31","female","11","23456","chs"
"0Ae7fE6Z","","","2010-04-24","female","9","23456","chs"
"cSHGigLS","","","2007-07-25","male","12","12345","chs"
"xhg7NKQd","","","2008-12-21","female","10","12345","chs"
"J8vY9mPA","","","2012-07-06","male","7","12345","ajh"
"2hqA4CEs","","","2011-02-09","nonbinary","8","56789","bjh"
"CcHvfFRg","","","2012-06-25","male","7","34567","bjh"
"CWMyOh7x","","","2009-11-05","nonbinary","9","23456","chs"
"7xNBy1Kd","","","2007-07-12","female","12","12345","chs"
"PKaayB31","","","2009-03-09","perefer not to say","10","12345","chs"
"x4V7UBhn","","","2010-10-21","male","8","23456","bjh"
"9RUblLoT","","","2012-07-24","male","7","23456","ajh"
"jgbVrfXc","","","2009-08-10","perefer not to say","10","12345","dhs"
"O0Ra0p9t","","","2010-12-01","female","8","12345","bjh"
"BUeJVh2S","","","2008-12-01","female","10","23456","chs"
"wl2s7Usv","","","2008-10-19","male","10","23456","chs"
"IOQvwIzB","","","2008-08-03","female","11","12345","chs"
